support,itemsets
0.0596,"['soil_type_Sandy', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.061,"['soil_type_Sandy_Loam', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0612,"['soil_ph_category_Neutral', 'soil_type_Silt', 'nitrogen_content_category_High']"
0.0568,"['soil_ph_category_Neutral', 'tillage_type_Conventional_Till', 'nitrogen_content_category_High']"
0.0624,"['tillage_type_Deep_Till', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0626,"['tillage_type_Minimum_Till', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0676,"['soil_ph_category_Neutral', 'tillage_type_No_Till', 'nitrogen_content_category_High']"
0.0676,"['tillage_type_Reduced_Till', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0582,"['soil_ph_category_Neutral', 'tillage_type_Strip_Till', 'nitrogen_content_category_High']"
0.0878,"['yield_category_High', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0946,"['yield_category_Low', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0902,"['yield_category_Medium', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.1026,"['yield_category_VeryHigh', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0566,"['planting_season_Spring', 'organic_matter_percent_category_High', 'nitrogen_content_category_Low']"
0.0572,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'nitrogen_content_category_Low']"
0.0756,"['pest_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_Low']"
0.0522,"['planting_season_Spring', 'pest_pressure_Medium', 'nitrogen_content_category_Low']"
0.0624,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'nitrogen_content_category_Low']"
0.098,"['planting_season_Spring', 'soil_ph_category_Neutral', 'nitrogen_content_category_Low']"
0.08,"['planting_season_Spring', 'organic_matter_percent_category_High', 'nitrogen_content_category_Medium']"
0.05,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'nitrogen_content_category_Medium']"
0.0562,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'nitrogen_content_category_Medium']"
0.0786,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_Medium']"
0.1074,"['pest_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.065,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'nitrogen_content_category_Medium']"
0.0684,"['planting_season_Spring', 'pest_pressure_Medium', 'nitrogen_content_category_Medium']"
0.0546,"['planting_season_Spring', 'profit_category_High', 'nitrogen_content_category_Medium']"
0.051,"['planting_season_Spring', 'profit_category_Low', 'nitrogen_content_category_Medium']"
0.056,"['planting_season_Spring', 'profit_category_Medium', 'nitrogen_content_category_Medium']"
0.0532,"['profit_category_VeryHigh', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.0832,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.1312,"['planting_season_Spring', 'soil_ph_category_Neutral', 'nitrogen_content_category_Medium']"
0.0576,"['yield_category_High', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.0528,"['yield_category_Low', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.056,"['yield_category_Medium', 'planting_season_Spring', 'nitrogen_content_category_Medium']"
0.0682,"['planting_season_Spring', 'pest_pressure_High', 'organic_matter_percent_category_High']"
0.1826,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0518,"['pest_pressure_Low', 'organic_matter_percent_category_High', 'profit_category_Medium']"
0.0726,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'organic_matter_percent_category_High']"
0.1096,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0518,"['pest_pressure_Low', 'yield_category_Medium', 'organic_matter_percent_category_High']"
0.106,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_High']"
0.0642,"['pest_pressure_Medium', 'organic_matter_percent_category_High', 'soil_ph_category_Neutral']"
0.0862,"['planting_season_Spring', 'organic_matter_percent_category_High', 'profit_category_High']"
0.0816,"['planting_season_Spring', 'profit_category_Low', 'organic_matter_percent_category_High']"
0.0938,"['planting_season_Spring', 'organic_matter_percent_category_High', 'profit_category_Medium']"
0.0952,"['profit_category_VeryHigh', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0504,"['planting_season_Spring', 'region_Great_Plains', 'organic_matter_percent_category_High']"
0.0526,"['region_Midwest', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0504,"['region_Northeast', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.051,"['region_Pacific_Northwest', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.053,"['region_Southeast', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0514,"['planting_season_Spring', 'organic_matter_percent_category_High', 'region_Southwest']"
0.1392,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.217,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0552,"['planting_season_Spring', 'organic_matter_percent_category_High', 'soil_type_Clay']"
0.0594,"['planting_season_Spring', 'organic_matter_percent_category_High', 'soil_type_Clayey_Loam']"
0.0612,"['planting_season_Spring', 'organic_matter_percent_category_High', 'soil_type_Loam']"
0.059,"['planting_season_Spring', 'organic_matter_percent_category_High', 'soil_type_Sandy']"
0.0588,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0632,"['planting_season_Spring', 'organic_matter_percent_category_High', 'soil_type_Silt']"
0.0608,"['planting_season_Spring', 'organic_matter_percent_category_High', 'tillage_type_Conventional_Till']"
0.06,"['planting_season_Spring', 'organic_matter_percent_category_High', 'tillage_type_Deep_Till']"
0.055,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0626,"['planting_season_Spring', 'organic_matter_percent_category_High', 'tillage_type_No_Till']"
0.0608,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0576,"['planting_season_Spring', 'organic_matter_percent_category_High', 'tillage_type_Strip_Till']"
0.0848,"['yield_category_High', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0814,"['yield_category_Low', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0944,"['yield_category_Medium', 'planting_season_Spring', 'organic_matter_percent_category_High']"
0.0962,"['planting_season_Spring', 'organic_matter_percent_category_High', 'yield_category_VeryHigh']"
0.0516,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'profit_category_High']"
0.0502,"['profit_category_Low', 'organic_matter_percent_category_High', 'soil_ph_category_Neutral']"
0.0578,"['yield_category_Low', 'profit_category_Low', 'organic_matter_percent_category_High']"
0.056,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'profit_category_Medium']"
0.0532,"['yield_category_Medium', 'organic_matter_percent_category_High', 'profit_category_Medium']"
0.0592,"['profit_category_VeryHigh', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0674,"['profit_category_VeryHigh', 'organic_matter_percent_category_High', 'yield_category_VeryHigh']"
0.051,"['yield_category_High', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0504,"['yield_category_Low', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0544,"['yield_category_Medium', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0612,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'yield_category_VeryHigh']"
0.0528,"['planting_season_Spring', 'pest_pressure_High', 'organic_matter_percent_category_Low']"
0.1406,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.058,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'organic_matter_percent_category_Low']"
0.0826,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Low']"
0.0782,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_Low']"
0.0688,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'profit_category_High']"
0.0724,"['planting_season_Spring', 'profit_category_Low', 'organic_matter_percent_category_Low']"
0.0712,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'profit_category_Medium']"
0.0592,"['profit_category_VeryHigh', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.1134,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.1582,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Low']"
0.0504,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.0674,"['yield_category_High', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.0766,"['yield_category_Low', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.0692,"['yield_category_Medium', 'planting_season_Spring', 'organic_matter_percent_category_Low']"
0.0584,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'yield_category_VeryHigh']"
0.057,"['yield_category_Low', 'profit_category_Low', 'organic_matter_percent_category_Low']"
0.074,"['planting_season_Spring', 'pest_pressure_High', 'organic_matter_percent_category_Medium']"
0.1776,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0504,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium', 'pest_pressure_Low']"
0.0682,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium']"
0.1092,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.0508,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'yield_category_VeryHigh']"
0.12,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_Medium']"
0.0726,"['organic_matter_percent_category_Medium', 'pest_pressure_Medium', 'soil_ph_category_Neutral']"
0.095,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'profit_category_High']"
0.096,"['planting_season_Spring', 'profit_category_Low', 'organic_matter_percent_category_Medium']"
0.085,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'profit_category_Medium']"
0.0956,"['profit_category_VeryHigh', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0536,"['region_California_Central_Valley', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0518,"['planting_season_Spring', 'region_Great_Plains', 'organic_matter_percent_category_Medium']"
0.051,"['region_Midwest', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0512,"['region_Northeast', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0586,"['region_Pacific_Northwest', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0524,"['region_Southeast', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.053,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'region_Southwest']"
0.1418,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.2292,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Medium']"
0.061,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'soil_type_Clay']"
0.0636,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'soil_type_Clayey_Loam']"
0.0636,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'soil_type_Loam']"
0.0608,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'soil_type_Sandy']"
0.0576,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.065,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'soil_type_Silt']"
0.0634,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'tillage_type_Conventional_Till']"
0.059,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'tillage_type_Deep_Till']"
0.06,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0652,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'tillage_type_No_Till']"
0.065,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.059,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'tillage_type_Strip_Till']"
0.0978,"['yield_category_High', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0922,"['yield_category_Low', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0862,"['yield_category_Medium', 'planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.0954,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'yield_category_VeryHigh']"
0.0592,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'profit_category_High']"
0.06,"['organic_matter_percent_category_Medium', 'profit_category_Low', 'soil_ph_category_Neutral']"
0.076,"['yield_category_Low', 'organic_matter_percent_category_Medium', 'profit_category_Low']"
0.0512,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'profit_category_Medium']"
0.0588,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.067,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium', 'yield_category_VeryHigh']"
0.0606,"['yield_category_High', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.0572,"['yield_category_Low', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.0516,"['yield_category_Medium', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.0598,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'yield_category_VeryHigh']"
0.058,"['planting_season_Spring', 'profit_category_Low', 'pest_pressure_High']"
0.0736,"['soil_ph_category_Alkaline', 'pest_pressure_High', 'planting_season_Spring']"
0.1212,"['planting_season_Spring', 'soil_ph_category_Neutral', 'pest_pressure_High']"
0.0602,"['yield_category_High', 'planting_season_Spring', 'pest_pressure_High']"
0.0584,"['yield_category_Low', 'planting_season_Spring', 'pest_pressure_High']"
0.124,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_High']"
0.1216,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_Low']"
0.125,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_Medium']"
0.1302,"['profit_category_VeryHigh', 'planting_season_Spring', 'pest_pressure_Low']"
0.069,"['pest_pressure_Low', 'region_California_Central_Valley', 'planting_season_Spring']"
0.07,"['pest_pressure_Low', 'planting_season_Spring', 'region_Great_Plains']"
0.0754,"['pest_pressure_Low', 'region_Midwest', 'planting_season_Spring']"
0.0714,"['pest_pressure_Low', 'region_Northeast', 'planting_season_Spring']"
0.0718,"['pest_pressure_Low', 'region_Pacific_Northwest', 'planting_season_Spring']"
0.0772,"['pest_pressure_Low', 'region_Southeast', 'planting_season_Spring']"
0.066,"['pest_pressure_Low', 'planting_season_Spring', 'region_Southwest']"
0.1988,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'planting_season_Spring']"
0.3014,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral']"
0.0826,"['pest_pressure_Low', 'planting_season_Spring', 'soil_type_Clay']"
0.08,"['pest_pressure_Low', 'planting_season_Spring', 'soil_type_Clayey_Loam']"
0.0866,"['pest_pressure_Low', 'planting_season_Spring', 'soil_type_Loam']"
0.0868,"['pest_pressure_Low', 'planting_season_Spring', 'soil_type_Sandy']"
0.0828,"['pest_pressure_Low', 'soil_type_Sandy_Loam', 'planting_season_Spring']"
0.082,"['pest_pressure_Low', 'planting_season_Spring', 'soil_type_Silt']"
0.0822,"['pest_pressure_Low', 'planting_season_Spring', 'tillage_type_Conventional_Till']"
0.0782,"['pest_pressure_Low', 'planting_season_Spring', 'tillage_type_Deep_Till']"
